species,specieskey,genus
Microsphaeropsis ulmicola,5262490,Microsphaeropsis
Microstoma aggregatum,5500423,Microstoma
Microstoma floccosum,5259127,Microstoma
Microstoma macrosporum,5500431,Microstoma
Microstoma protractum,5259120,Microstoma
Microstroma album,2513175,Microstroma
Microthecium brevirostre,10887965,Microthecium
Microthecium fimicola,10594470,Microthecium
Microthecium fusisporum,10182746,Microthecium
Microthecium levitum,2565731,Microthecium
Microthecium pegleri,10104971,Microthecium
Microthecium sepedonioides,10578974,Microthecium
Microthelia verruculosa,3271391,Microthelia
Microtheliopsis ramazaniana,10750122,Microtheliopsis
Microtheliopsis uleana,2625497,Microtheliopsis
Microtheliopsis uniseptata,5953745,Microtheliopsis
Microtheliopsis winkleri,3498994,Microtheliopsis
Microthyrium abietis,3525256,Microthyrium
Microthyrium angelicae,10052975,Microthyrium
Microthyrium ciliatum,3525185,Microthyrium
Microthyrium cytisi,3525187,Microthyrium
Microthyrium fagi,2613387,Microthyrium
Microthyrium gramineum,2613395,Microthyrium
Microthyrium idaeum,3525305,Microthyrium
Microthyrium ilicinum,2613398,Microthyrium
Microthyrium inconspicuum,2613400,Microthyrium
Microthyrium lauri,2613397,Microthyrium
Microthyrium macrosporum,2613389,Microthyrium
Microthyrium microscopicum,2613386,Microthyrium
Microthyrium pinophyllum,2613401,Microthyrium
Microthyrium sequoiae,3525274,Microthyrium
Microthyrium thujae,3525319,Microthyrium
Microthyrium versicolor,2613391,Microthyrium
Midotis chilensis,3561195,Midotis
Midotis lingua,3563593,Midotis
Mikronegeria fuchsiae,3374324,Mikronegeria
Miladina lecithina,2594052,Miladina
Milesia acuta,2517699,Milesia
Milesia lygodii,5468512,Milesia
Milesia magnusiana,5237165,Milesia
Milesia marginalis,5468490,Milesia
Milesina australis,3374282,Milesina
Milesina blechni,2516867,Milesina
Milesina carpatorum,2516882,Milesina
Milesina dieteliana,2516891,Milesina
Milesina kriegeriana,2516861,Milesina
Milesina leviuscula,2516856,Milesina
Milesina murariae,8378796,Milesina
Milesina polypodii,10650618,Milesina
Milesina polypodophila,7938053,Milesina
Milesina pycnograndis,10875748,Milesina
Milesina scolopendrii,8485344,Milesina
Milesina vogesiaca,2516858,Milesina
Milesina whitei,2516885,Milesina
Milospium graphideorum,2590837,Milospium
Milospium lacoizquetae,2590840,Milospium
Miltidea ceroplasta,8590073,Miltidea
Minimedusa polyspora,2523811,Minimedusa
Minimedusa pubescens,3351967,Minimedusa
Minimelanolocus hughesii,2589118,Minimelanolocus
Minimelanolocus rousselianus,2589108,Minimelanolocus
Minimelanolocus subulifer,2589104,Minimelanolocus
Minimelanolocus verruculosus,2589120,Minimelanolocus
Minutoexcipula mariana,2588225,Minutoexcipula
Minutoexcipula tephromelae,3475182,Minutoexcipula
Minutoexcipula tuckerae,2588227,Minutoexcipula
Minutophoma chrysophthalmae,2591741,Minutophoma
Mirandina arnaudii,5257019,Mirandina
Mirandina corticola,8366667,Mirandina
Miratio nectrioides,3385576,Miratio
Miricatena prunicola,7814046,Miricatena
Miriquidica altissima,10770079,Miriquidica
Miriquidica atrofulva,2606712,Miriquidica
Miriquidica atromarginata,10702965,Miriquidica
Miriquidica carpoides,10878496,Miriquidica
Miriquidica complanata,2606725,Miriquidica
Miriquidica cupreobadia,10745389,Miriquidica
Miriquidica deusta,2606714,Miriquidica
Miriquidica erratica,10771140,Miriquidica
Miriquidica garovaglii,2606726,Miriquidica
Miriquidica instrata,2606719,Miriquidica
Miriquidica intrudens,2606729,Miriquidica
Miriquidica invadens,8722008,Miriquidica
Miriquidica lapponica,3397941,Miriquidica
Miriquidica leproloma,10853938,Miriquidica
Miriquidica leucophaea,2606721,Miriquidica
Miriquidica lulensis,2606730,Miriquidica
Miriquidica majae,10715021,Miriquidica
Miriquidica nigroleprosa,2606737,Miriquidica
Miriquidica obnubila,3397926,Miriquidica
Miriquidica picea,7574718,Miriquidica
Miriquidica plumbeoatra,3397942,Miriquidica
Miriquidica porphyospoda,10754123,Miriquidica
Miriquidica praetermissa,10863690,Miriquidica
Miriquidica pulvinatula,3397924,Miriquidica
Miriquidica pycnocarpa,2606723,Miriquidica
Miriquidica scoriae,10852875,Miriquidica
Miriquidica scotopholis,3397925,Miriquidica
Miriquidica sorediata,10760227,Miriquidica
Miriquidica stictica,10827271,Miriquidica
Miriquidica subplumbea,7503414,Miriquidica
Miriquidica ventosa,3397931,Miriquidica
Miriquidica ymei,10688249,Miriquidica
Mischoblastia lecanorina,3307476,Mischoblastia
Mischoblastia oxydata,3562699,Mischoblastia
Mischoblastia physciospora,3311105,Mischoblastia
Misgomyces dyschirii,2610593,Misgomyces
Mitrula alba,5256772,Mitrula
Mitrula borealis,5495597,Mitrula
Mitrula elegans,5495627,Mitrula
Mitrula lunulatospora,5495639,Mitrula
Mitrula norvegica,5495634,Mitrula
Mitrula paludosa,5256775,Mitrula
Mitrula serpentina,5256773,Mitrula
Mitrulinia ushuaiae,2583015,Mitrulinia
Mixtoconidium insidens,10312274,Mixtoconidium
Mixtoconidium nashii,9917731,Mixtoconidium
Miyabella aecidioides,3565061,Miyabella
Miyoshiella triseptata,3555248,Miyoshiella
Mniaecia gloeocapsae,3486834,Mniaecia
Mniaecia jungermanniae,2581779,Mniaecia
Mniaecia nivea,2581776,Mniaecia
Mobergia calculiformis,5261440,Mobergia
Modicella malleola,5250735,Modicella
Modicella reniformis,5250736,Modicella
Moelleriella epiphylla,5483523,Moelleriella
Moelleriella palmae,5483503,Moelleriella
Moelleriella sloaneae,5483505,Moelleriella
Moelleriella turbinata,5483500,Moelleriella
Moellerodiscus advenulus,2583390,Moellerodiscus
Moellerodiscus capillipes,7745536,Moellerodiscus
Moellerodiscus coprosmae,2583411,Moellerodiscus
Moellerodiscus lentus,2583402,Moellerodiscus
Moesziomyces bullatus,2557371,Moesziomyces
Mollisia alba,3490705,Mollisia
Mollisia alcalireagens,3490865,Mollisia
Mollisia alnicola,3490918,Mollisia
Mollisia amenticola,2585070,Mollisia
Mollisia amyloidea,3490691,Mollisia
Mollisia asteroma,5953004,Mollisia
Mollisia caesia,2585055,Mollisia
Mollisia caespiticia,2585015,Mollisia
Mollisia caricina,2585014,Mollisia
Mollisia casaresiae,2584967,Mollisia
Mollisia chionea,2585003,Mollisia
Mollisia cinerascens,2585065,Mollisia
Mollisia cinerea,3490580,Mollisia
Mollisia cinerella,3490606,Mollisia
Mollisia cinereo-olivascens,2585058,Mollisia
Mollisia cirsiicola,2585025,Mollisia
Mollisia clavata,2585010,Mollisia
Mollisia coerulans,2584947,Mollisia
Mollisia conigena,2584928,Mollisia
Mollisia crumenuloides,3490808,Mollisia
Mollisia culmina,8074334,Mollisia
Mollisia dactyligluma,2585026,Mollisia
Mollisia discolor,2585082,Mollisia
Mollisia elegantior,5952996,Mollisia
Mollisia epityphicola,3490593,Mollisia
Mollisia erumpens,9828836,Mollisia
Mollisia escharodes,2584941,Mollisia
Mollisia euphrasiae,2585019,Mollisia
Mollisia faginea,3490706,Mollisia
Mollisia fallax,9817655,Mollisia
Mollisia fallax,2584939,Mollisia
Mollisia fallens,2585076,Mollisia
Mollisia filispora,5953002,Mollisia
Mollisia fungorum,2585074,Mollisia
Mollisia fuscidula,2584983,Mollisia
Mollisia fuscoparaphysata,2585073,Mollisia
Mollisia fuscostriata,2585038,Mollisia
Mollisia gigantea,3490898,Mollisia
Mollisia heterosperma,2585081,Mollisia
Mollisia humidicola,2585022,Mollisia
Mollisia hydrophila,2584935,Mollisia
Mollisia ilicis,3490915,Mollisia
Mollisia juncina,2585039,Mollisia
Mollisia leucosphaeria,2585018,Mollisia
Mollisia leucostigma,7837185,Mollisia
Mollisia ligni,2584950,Mollisia
Mollisia lithocarpi,3490874,Mollisia
Mollisia luctuosa,3490671,Mollisia
Mollisia macrosperma,2585027,Mollisia
Mollisia mediella,5953001,Mollisia
Mollisia melaleuca,2584994,Mollisia
Mollisia minima,3490662,Mollisia
Mollisia minutispora,3490594,Mollisia
Mollisia minutissima,2585017,Mollisia
Mollisia mutabilis,2584972,Mollisia
Mollisia obscura,5953003,Mollisia
Mollisia olivaceocinerea,3490889,Mollisia
Mollisia olivascens,2585094,Mollisia
Mollisia pallens,3490597,Mollisia
Mollisia palustris,2584998,Mollisia
Mollisia pilosa,5952852,Mollisia
Mollisia plantaginis,3490867,Mollisia
Mollisia poaeoides,2585080,Mollisia
Mollisia polygoni,2583759,Mollisia
Mollisia populi,2584990,Mollisia
Mollisia potentillae-erectae,3490630,Mollisia
Mollisia prunicola,2584492,Mollisia
Mollisia pulla,5952853,Mollisia
Mollisia pyrenopezizoides,7465811,Mollisia
Mollisia rabenhorstii,2585051,Mollisia
Mollisia ramealis,2585034,Mollisia
Mollisia rosae,2584490,Mollisia
Mollisia russea,5952854,Mollisia
Mollisia salicis,7445727,Mollisia
Mollisia solani,3490943,Mollisia
Mollisia sordidula,3490820,Mollisia
Mollisia spectabilis,2585077,Mollisia
Mollisia stellata,2584975,Mollisia
Mollisia subcorticalis,2585023,Mollisia
Mollisia sublividula,3490937,Mollisia
Mollisia submelaena,2585001,Mollisia
Mollisia tenuispora,2585037,Mollisia
Mollisia teucrii,8090180,Mollisia
Mollisia tigri,3490850,Mollisia
Mollisia typhae,2584969,Mollisia
Mollisia uda,2584984,Mollisia
Mollisia undulatodepressula,2584988,Mollisia
Mollisia ventosa,2585032,Mollisia
Mollisia viridula,3490951,Mollisia
Mollisina acerina,2586695,Mollisina
Mollisina alba,2586694,Mollisina
Mollisina flava,2586697,Mollisina
Mollisina groenlandica,3489445,Mollisina
Mollisina minutissima,3489447,Mollisina
Mollisina oedema,2586688,Mollisina
Mollisina rubi,2586698,Mollisina
Mollisina uncinata,3489450,Mollisina
Mollisiopsis dennisii,2583595,Mollisiopsis
Mollisiopsis lachnoides,5952862,Mollisiopsis
Mollisiopsis lanceolata,2583590,Mollisiopsis
Mollisiopsis lobkovicensis,2583597,Mollisiopsis
Mollisiopsis subcinerea,2583588,Mollisiopsis
Monacrosporium bembicodes,2587265,Monacrosporium
Monacrosporium globosporum,2587210,Monacrosporium
Monacrosporium subtile,2587172,Monacrosporium
Monacrosporium tentaculatum,2587188,Monacrosporium
Monascostroma sphagnophilum,3278069,Monascostroma
Monascus purpureus,5259748,Monascus
Monascus ruber,5259746,Monascus
Monerolechia californica,8109987,Monerolechia
Monilia seaveri,5495824,Monilia
Monilinia amelanchieris,3485259,Monilinia
Monilinia aucupariae,8561249,Monilinia
Monilinia baccarum,2583323,Monilinia
Monilinia fructicola,2583315,Monilinia
Monilinia fructigena,2583342,Monilinia
Monilinia johnsonii,2583330,Monilinia
Monilinia laxa,2583361,Monilinia
